file,resolved_path,candidate_id,family,score_name,target_group,k,alpha,curve,changed_cells_vs_h012,changed_cells_vs_e247,max_abs_prob_vs_h012,mean_abs_prob_vs_h012,cos_e247_to_h012,proj_e247_to_h012,phase_loss_delta_vs_e247,phase_loss_delta_vs_h012,changed_rows_vs_h012,changed_rows_vs_e247,max_abs_prob_vs_e247,mean_abs_prob_vs_e247,pre_state_a100,pre_state_a10,pre_geometry_a100,pre_geometry_a10,full_state_a100,full_geometry_a100,pre_state_best,pre_state_mean,pre_geometry_mean,full_state_mean,full_geometry_mean,pre_state_margin_vs_h012_pred,phase_loss_margin_vs_h012,h032_translator_score
submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,/Users/kbsoo/Downloads/cl2/submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,anchor_h012_actual,anchor,anchor,all,1200,0.7,actual,0,1200,0.0,0.0,1.0,1.0,-0.007163306324397295,0.0,,,,,0.5676307824077803,0.5612502039401233,0.5611197786638269,0.5487087214640903,0.5692678166369416,0.5691976298469854,0.5612502039401233,0.5633770634293422,0.5549142500639586,0.5692678166369416,0.5691976298469854,0.0,0.0,0.5610909481658101
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_uniform_f40f6bb2.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_uniform_f40f6bb2.csv,identity_phase_score_all_k120_a0.7_uniform,phase,identity_phase_score,all,120,0.7,uniform,1080,120,0.18890601344994795,0.01818205010811661,0.40676703782858425,0.1654594230638406,-0.002814351679031211,0.004348954645366084,249.0,71.0,0.2941102790287611,0.004965005422259724,0.5745605128391793,0.5725030371670183,0.5742788500666135,0.5728287438205004,0.5754216759611779,0.5750904238246093,0.5725030371670183,0.573188862391072,0.5735537969435569,0.5754216759611779,0.5750904238246093,0.00981179896172979,0.004348954645366084,0.5750156883796899
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_consistency_aa371375.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_consistency_aa371375.csv,identity_phase_score_all_k120_a0.7_consistency,phase,identity_phase_score,all,120,0.7,consistency,1104,120,0.18890601344994795,0.018202636210847577,0.4067631431528552,0.1653431214447179,-0.002810004747898559,0.004353301576498736,250.0,71.0,0.2941102790287611,0.004944419319528759,0.5745737657975271,0.5725279570014653,0.5743082677233137,0.572846120121868,0.5754247941647159,0.5751237375209393,0.5725279570014653,0.5732098932668191,0.5735771939225909,0.5754247941647159,0.5751237375209393,0.009832829837476909,0.004353301576498736,0.5750422488412245
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.8_score_soft_06458470.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.8_score_soft_06458470.csv,identity_phase_score_all_k120_a0.8_score_soft,phase,identity_phase_score,all,120,0.8,score_soft,1200,120,0.18890601344994795,0.018760971107647607,0.4003580750434669,0.1257082136182876,-0.0027472813963960833,0.0044160249280012125,250.0,71.0,0.3296719845429392,0.0046169031819812455,0.5746694822204872,0.5727538986054287,0.5746794530530313,0.5733444812696662,0.5755447856427769,0.5753770573688372,0.5727538986054287,0.573392426477115,0.5740119671613487,0.5755447856427769,0.5753770573688372,0.01001536304777273,0.004416024928001212,0.5753180486365291
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_target_route_eda005e8.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_target_route_eda005e8.csv,identity_phase_score_all_k120_a0.7_target_route,phase,identity_phase_score,all,120,0.7,target_route,1200,120,0.18890601344994795,0.018504395254061518,0.404889630131081,0.16625727561610593,-0.0027797716619184757,0.004383534662478819,250.0,71.0,0.27479865914472856,0.004857698850044573,0.5747446842489068,0.5728388232884178,0.5744701259908728,0.5730041894746459,0.5755572635485392,0.5752778321457162,0.5728388232884178,0.5734741102752475,0.5737371577327594,0.5755572635485392,0.5752778321457162,0.010097046845905289,0.00438353466247882,0.5753504527133385
hitl/h032_h012_phase_translator_jepa/submission_h032_cell_score_all_k1200_a0.6_uniform_f91b26d7.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_cell_score_all_k1200_a0.6_uniform_f91b26d7.csv,cell_score_all_k1200_a0.6_uniform,phase,cell_score,all,1200,0.6,uniform,1200,1200,0.03990574719317108,0.0029532982383424517,1.0,0.8571428571428295,-0.006771996416023387,0.00039130990837390746,250.0,250.0,0.2542045318355899,0.020193757292033872,0.5763472309801749,0.5765457922285483,0.564421113976242,0.5532032076254052,0.575891541162005,0.5715739697419207,0.5763472309801749,0.576413418062966,0.5588121608008236,0.575891541162005,0.5715739697419207,0.013036354633623737,0.0003913099083739076,0.575396607441784
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_score_soft_7a9458d4.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.7_score_soft_7a9458d4.csv,identity_phase_score_all_k120_a0.7_score_soft,phase,identity_phase_score,all,120,0.7,score_soft,1199,120,0.18890601344994795,0.018985215861185855,0.40035807504346693,0.10999468691600209,-0.002609628659403428,0.004553677664993868,250.0,71.0,0.2920650561265312,0.004161839669190477,0.574700335302353,0.5728389796793376,0.5747949479078258,0.5735379992075496,0.5755089032365043,0.5754471468863446,0.5728389796793376,0.5734594315536761,0.5741664735576877,0.5755089032365043,0.5754471468863446,0.01008236812433383,0.004553677664993867,0.5754133955903543
hitl/h032_h012_phase_translator_jepa/submission_h032_cell_score_all_k1200_a0.6_consistency_32a229c3.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_cell_score_all_k1200_a0.6_consistency_32a229c3.csv,cell_score_all_k1200_a0.6_consistency,phase,cell_score,all,1200,0.6,consistency,1200,1200,0.03990574719317108,0.003067387561812339,0.9999536505678078,0.8538908694050035,-0.006756964189512909,0.00040634213488438667,250.0,250.0,0.2542045318355899,0.020079667968563985,0.5765231624052393,0.5767644218697102,0.5644806950999394,0.5533039810230099,0.575951658096644,0.5715999112385972,0.5765231624052393,0.5766035822267296,0.5588923380614746,0.575951658096644,0.5715999112385972,0.013226518797387343,0.0004063421348843863,0.5756063886728987
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.6_uniform_412a9dd1.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.6_uniform_412a9dd1.csv,identity_phase_score_all_k120_a0.6_uniform,phase,identity_phase_score,all,120,0.6,uniform,1200,120,0.18890601344994795,0.018750855537937428,0.40676703782858425,0.14182236262615364,-0.0026528427366620793,0.004510463587735216,250.0,71.0,0.2542045318355899,0.004396199992438903,0.5748659998790979,0.573171985727444,0.5745887312946022,0.573174895052066,0.5755081475889925,0.5753685645001928,0.573171985727444,0.5737366571113286,0.5738818131733341,0.5755081475889925,0.5753685645001928,0.010359593681986357,0.004510463587735216,0.5756382814750908
hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.6_target_route_75361376.csv,/Users/kbsoo/Downloads/cl2/hitl/h032_h012_phase_translator_jepa/submission_h032_identity_phase_score_all_k120_a0.6_target_route_75361376.csv,identity_phase_score_all_k120_a0.6_target_route,phase,identity_phase_score,all,120,0.6,target_route,1200,120,0.18890601344994795,0.018844774414028265,0.40488963013108126,0.14250623624236775,-0.0026157580025940627,0.004547548321803233,250.0,71.0,0.23691054311586068,0.004302281116348064,0.5748551473049153,0.573195484188217,0.5745611148667498,0.5731244302583528,0.5755259112165276,0.575367694807208,0.573195484188217,0.5737487052271164,0.5738427725625512,0.5755259112165276,0.575367694807208,0.010371641797774167,0.004547548321803232,0.5756456504894921
